id,title,actor,writer,genre,country,director,rating,score,year,release,runtime
3673,Agent Cody Banks,Frankie Muniz,Ashley Miller,Action,USA,Harald Zwart,PG,5,2003,3-14-2003,102
3674,The Hunted,Tommy Lee Jones,David Griffiths,Action,USA,William Friedkin,R,6,2003,3-14-2003,94
3675,Willard,Crispin Glover,Glen Morgan,Drama,Canada,Glen Morgan,PG-13,6.2,2003,3-14-2003,100
3676,Boat Trip,Cuba Gooding Jr.,Mort Nathan,Comedy,USA,Mort Nathan,R,4.9,2002,3-21-2003,94
3677,Sonny,James Franco,John Carlen,Crime,USA,Nicolas Cage,R,5.7,2002,3-21-2003,110
3678,Dreamcatcher,Morgan Freeman,Stephen King,Drama,USA,Lawrence Kasdan,R,5.5,2003,3-21-2003,136
3679,View from the Top,Gwyneth Paltrow,Eric Wald,Comedy,USA,Bruno Barreto,PG-13,5.2,2003,3-21-2003,87
3680,The Green Butchers,Nikolaj Lie Kaas,Anders Thomas Jensen,Comedy,Denmark,Anders Thomas Jensen,R,7.3,2003,3-21-2003,100
3681,Piglet's Big Movie,John Fiedler,Brian Hohlfeld,Animation,USA,Francis Glebas,G,6,2003,3-21-2003,75
3682,City of Ghosts,Matt Dillon,Matt Dillon,Crime,USA,Matt Dillon,R,6,2002,3-27-2003,116
3683,The Man Who Cried,Christina Ricci,Sally Potter,Drama,UK,Sally Potter,R,6.2,2000,3-28-2003,100
3684,Spirited Away,Daveigh Chase,Hayao Miyazaki,Animation,Japan,Hayao Miyazaki,PG,8.6,2001,3-28-2003,125
3685,The Pianist,Adrien Brody,Ronald Harwood,Biography,France,Roman Polanski,R,8.5,2002,3-28-2003,150
3686,Laurel Canyon,Frances McDormand,Lisa Cholodenko,Drama,USA,Lisa Cholodenko,R,6.4,2002,3-28-2003,103
3687,The Core,Aaron Eckhart,Cooper Layne,Action,USA,Jon Amiel,PG-13,5.5,2003,3-28-2003,135
3688,Básico y letal,John Travolta,James Vanderbilt,Action,Germany,John McTiernan,R,6.5,2003,3-28-2003,98
3689,Head of State,Chris Rock,Chris Rock,Comedy,USA,Chris Rock,PG-13,5.4,2003,3-28-2003,95
3690,Phone Booth,Colin Farrell,Larry Cohen,Crime,USA,Joel Schumacher,R,7.1,2002,4-4-2003,81
3691,What a Girl Wants,Amanda Bynes,William Douglas-Home,Comedy,USA,Dennie Gordon,PG,5.8,2003,4-4-2003,105
3692,A Man Apart,Vin Diesel,Christian Gudegast,Action,USA,F. Gary Gray,R,6.1,2003,4-4-2003,109
3693,May,Angela Bettis,Lucky McKee,Drama,USA,Lucky McKee,R,6.7,2002,4-11-2003,93
3694,House of 1000 Corpses,Sid Haig,Rob Zombie,Horror,USA,Rob Zombie,R,6,2003,4-11-2003,89
3695,Anger Management,Jack Nicholson,David Dorfman,Comedy,USA,Peter Segal,PG-13,6.2,2003,4-11-2003,106
3696,Chasing Papi,Eduardo Verástegui,Laura Angelica Simon,Comedy,USA,Linda Mendoza,PG,4.8,2003,4-16-2003,80
3697,Bulletproof Monk,Yun-Fat Chow,Ethan Reiff,Action,USA,Paul Hunter,PG-13,5.5,2003,4-16-2003,104
3698,Holes,Shia LaBeouf,Louis Sachar,Adventure,USA,Andrew Davis,PG,7.1,2003,4-18-2003,117
3699,Malibu's Most Wanted,Jamie Kennedy,Fax Bahr,Comedy,USA,John Whitesell,PG-13,5.1,2003,4-18-2003,100
3700,Russian Ark,Sergey Dreyden,Boris Khaimsky,Drama,Russia,Aleksandr Sokurov,NOT RATED,7.4,2002,4-19-2003,99
3701,Better Luck Tomorrow,Parry Shen,Ernesto Foronda,Crime,USA,Justin Lin,R,7.2,2002,4-25-2003,101
3702,Identity,John Cusack,Michael Cooney,Mystery,USA,James Mangold,R,7.3,2003,4-25-2003,90
3703,Confidence,Edward Burns,Doug Jung,Crime,USA,James Foley,R,6.7,2003,4-25-2003,97
3704,It Runs in the Family,Kirk Douglas,Jesse Wigutow,Comedy,USA,Fred Schepisi,PG-13,5.6,2003,4-25-2003,100
3705,X-Men 2,Patrick Stewart,Zak Penn,Action,Canada,Bryan Singer,PG-13,7.5,2003,5-2-2003,134
3706,Memories of Murder,Kang-ho Song,Joon-ho Bong,Crime,South Korea,Joon-ho Bong,NOT RATED,8.1,2003,5-2-2003,131
3707,The Lizzie McGuire Movie,Hilary Duff,Susan Estelle Jansen,Adventure,USA,Jim Fall,PG,5.4,2003,5-2-2003,94
3708,Storytelling,Selma Blair,Todd Solondz,Comedy,USA,Todd Solondz,R,6.9,2001,5-9-2003,87
3709,Mondays in the Sun,Javier Bardem,Fernando León de Aranoa,Comedy,Spain,Fernando León de Aranoa,R,7.7,2002,5-9-2003,113
3710,Daddy Day Care,Eddie Murphy,Geoff Rodkey,Comedy,USA,Steve Carr,PG,5.5,2003,5-9-2003,92
3711,A Mighty Wind,Christopher Guest,Christopher Guest,Comedy,USA,Christopher Guest,PG-13,7.3,2003,5-9-2003,91
3712,The Matrix Reloaded,Keanu Reeves,Lilly Wachowski,Action,USA,Lana Wachowski,R,7.2,2003,5-15-2003,138
3713,Cowboy Bebop: The Movie,Beau Billingslea,Marc Handler,Animation,Japan,Shinichirô Watanabe,R,7.9,2001,5-16-2003,115
3714,En algún lugar de África,Juliane Köhler,Caroline Link,Biography,Germany,Caroline Link,R,7.7,2001,5-16-2003,141
3715,All or Nothing,Timothy Spall,Mike Leigh,Drama,UK,Mike Leigh,R,7.6,2002,5-16-2003,128
3716,Down with Love,Ewan McGregor,Eve Ahlert,Comedy,USA,Peyton Reed,PG-13,6.3,2003,5-16-2003,101
3717,The Shape of Things,Paul Rudd,Neil LaBute,Comedy,USA,Neil LaBute,R,6.7,2003,5-16-2003,96
3718,Manic,Joseph Gordon-Levitt,Michael Bacall,Drama,USA,Jordan Melamed,R,7.4,2001,5-23-2003,100
3719,Sendero de sangre,Javier Bardem,Nicholas Shakespeare,Crime,Spain,John Malkovich,R,7,2002,5-23-2003,132
3720,Bruce Almighty,Jim Carrey,Steve Koren,Comedy,USA,Tom Shadyac,PG-13,6.7,2003,5-23-2003,101
3721,The In-Laws,Albert Brooks,Andrew Bergman,Action,USA,Andrew Fleming,PG-13,5.7,2003,5-23-2003,100
3722,Finding Nemo,Albert Brooks,Andrew Stanton,Animation,USA,Andrew Stanton,G,8.1,2003,5-30-2003,100
3723,Wrong Turn,Eliza Dushku,Alan B. McElroy,Horror,USA,Rob Schmidt,R,6.1,2003,5-30-2003,84
3724,The Italian Job,Donald Sutherland,Troy Kennedy-Martin,Action,USA,F. Gary Gray,PG-13,7,2003,5-30-2003,111
3725,2 Fast 2 Furious,Paul Walker,Gary Scott Thompson,Action,USA,John Singleton,PG-13,5.9,2003,6-6-2003,107
3726,Hollywood Homicide,Harrison Ford,Robert Souza,Action,USA,Ron Shelton,PG-13,5.3,2003,6-13-2003,116
3727,Dumb and Dumberer: When Harry Met Lloyd,Derek Richardson,Peter Farrelly,Comedy,USA,Troy Miller,PG-13,3.4,2003,6-13-2003,85
3728,Rugrats Go Wild,Jodi Carlisle,Kate Boutilier,Animation,USA,John Eng,PG,5.6,2003,6-13-2003,100
3729,Chalte Chalte,Shah Rukh Khan,Aziz Mirza,Drama,India,Aziz Mirza,Not specified,6.6,2003,6-13-2003,167
3730,L'auberge espagnole,Romain Duris,Cédric Klapisch,Comedy,France,Cédric Klapisch,R,7.3,2002,6-20-2003,122
3731,Max,John Cusack,Menno Meyjes,Drama,Hungary,Menno Meyjes,R,6.6,2002,6-20-2003,106
3732,Hulk,Eric Bana,Stan Lee,Action,USA,Ang Lee,PG-13,5.7,2003,6-20-2003,138
3733,From Justin to Kelly,Kelly Clarkson,Kim Fuller,Comedy,USA,Robert Iscove,PG,2.1,2003,6-20-2003,81
3734,The Best of Youth,Luigi Lo Cascio,Sandro Petraglia,Drama,Italy,Marco Tullio Giordana,R,8.5,2003,6-20-2003,366
3735,Alex & Emma,Luke Wilson,Jeremy Leven,Comedy,USA,Rob Reiner,PG-13,5.6,2003,6-20-2003,100
3736,The Return,Vladimir Garin,Vladimir Moiseenko,Drama,Russia,Andrey Zvyagintsev,UNRATED,8,2003,6-25-2003,105
3737,28 Days Later...,Cillian Murphy,Alex Garland,Drama,UK,Danny Boyle,R,7.6,2002,6-27-2003,113
3738,Charlie's Angels: Full Throttle,Drew Barrymore,Ivan Goff,Action,USA,McG,PG-13,4.8,2003,6-27-2003,106
3739,Terminator 3: Rise of the Machines,Arnold Schwarzenegger,James Cameron,Action,USA,Jonathan Mostow,R,6.3,2003,7-2-2003,109
3740,Sinbad: Legend of the Seven Seas,Brad Pitt,John Logan,Animation,USA,Patrick Gilmore,PG,6.7,2003,7-2-2003,85
3741,"Legally Blonde 2: Red, White & Blonde",Reese Witherspoon,Amanda Brown,Comedy,USA,Charles Herman-Wurmfeld,PG-13,4.7,2003,7-2-2003,95
3742,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,Ted Elliott,Action,USA,Gore Verbinski,PG-13,8,2003,7-9-2003,143
3743,The League of Extraordinary Gentlemen,Sean Connery,Alan Moore,Action,USA,Stephen Norrington,PG-13,5.8,2003,7-11-2003,110
3744,XX/XY,Mark Ruffalo,Austin Chick,Drama,USA,Austin Chick,R,6,2002,7-18-2003,91
3745,Bad Boys II,Will Smith,George Gallo,Action,USA,Michael Bay,R,6.6,2003,7-18-2003,147
3746,Johnny English,Rowan Atkinson,Neal Purvis,Action,UK,Peter Howitt,PG,6.1,2003,7-18-2003,100
3747,How to Deal,Mandy Moore,Sarah Dessen,Comedy,USA,Clare Kilner,PG-13,5.6,2003,7-18-2003,100
3748,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie,Dean Georgaris,Action,USA,Jan de Bont,PG-13,5.5,2003,7-25-2003,117
3749,Spy Kids 3: Game Over,Daryl Sabara,Robert Rodriguez,Action,USA,Robert Rodriguez,PG,4.2,2003,7-25-2003,84
3750,Seabiscuit,Tobey Maguire,Laura Hillenbrand,Drama,USA,Gary Ross,PG-13,7.3,2003,7-25-2003,140
3751,Bend It Like Beckham,Parminder Nagra,Gurinder Chadha,Comedy,UK,Gurinder Chadha,PG-13,6.7,2002,8-1-2003,112
3752,American Wedding,Jason Biggs,Adam Herz,Comedy,USA,Jesse Dylan,R,6.3,2003,8-1-2003,96
3753,Swimming Pool: juegos perversos,Charlotte Rampling,François Ozon,Crime,France,François Ozon,R,6.8,2003,8-1-2003,102
3754,Gigli,Ben Affleck,Martin Brest,Comedy,USA,Martin Brest,R,2.4,2003,8-1-2003,121
3755,All the Real Girls,Zooey Deschanel,David Gordon Green,Drama,USA,David Gordon Green,R,6.9,2003,8-1-2003,108
3756,Freaky Friday,Jamie Lee Curtis,Mary Rodgers,Comedy,USA,Mark Waters,PG,6.1,2003,8-6-2003,97
3757,S.W.A.T.,Samuel L. Jackson,Robert Hamner,Action,USA,Clark Johnson,PG-13,6,2003,8-8-2003,117
3758,I Capture the Castle,Romola Garai,Dodie Smith,Drama,UK,Tim Fywell,R,7.1,2003,8-8-2003,113
3759,Koi... Mil Gaya,Rekha,Rakesh Roshan,Drama,India,Rakesh Roshan,Not specified,7.1,2003,8-8-2003,171
3760,Masked and Anonymous,Bob Dylan,Bob Dylan,Comedy,UK,Larry Charles,PG-13,5.5,2003,8-8-2003,112
3761,Freddy vs. Jason,Robert Englund,Wes Craven,Action,USA,Ronny Yu,R,5.8,2003,8-15-2003,97
3762,Open Range,Kevin Costner,Lauran Paine,Drama,USA,Kevin Costner,R,7.5,2003,8-15-2003,139
3763,Uptown Girls,Brittany Murphy,Julia Dahl,Comedy,USA,Boaz Yakin,PG-13,6.1,2003,8-15-2003,92
3764,Grind,Adam Brody,Ralph Sall,Adventure,USA,Casey La Scala,PG-13,6,2003,8-15-2003,105
3765,Strayed,Emmanuelle Béart,Gilles Perrault,Drama,France,André Téchiné,UNRATED,6.6,2003,8-20-2003,95
3766,The Medallion,Jackie Chan,Alfred Cheung,Action,Hong Kong,Gordon Chan,PG-13,5.2,2003,8-22-2003,88
3767,My Boss's Daughter,Ashton Kutcher,David Dorfman,Comedy,USA,David Zucker,PG-13,4.7,2003,8-22-2003,86
3768,The Battle of Shaker Heights,Shia LaBeouf,Erica Beeney,Drama,USA,Efram Potelle,PG-13,6.1,2003,8-22-2003,100
3769,La leyenda de las ballenas,Keisha Castle-Hughes,Niki Caro,Drama,New Zealand,Niki Caro,PG-13,7.6,2002,8-29-2003,101
3770,The Magdalene Sisters,Eileen Walsh,Peter Mullan,Drama,Ireland,Peter Mullan,R,7.8,2002,8-29-2003,114
3771,Jeepers Creepers II,Jonathan Breck,Victor Salva,Horror,USA,Victor Salva,R,5.6,2003,8-29-2003,100
3772,The Divorce,Kate Hudson,Diane Johnson,Drama,USA,James Ivory,PG-13,4.9,2003,8-29-2003,100
3773,Camp,Don Dixon,Todd Graff,Comedy,USA,Todd Graff,PG-13,6.3,2003,8-29-2003,114
3774,Undead,Felicity Mason,Michael Spierig,Action,Australia,Michael Spierig,R,5.5,2003,9-4-2003,100
3775,Dirty Pretty Things,Chiwetel Ejiofor,Steven Knight,Crime,UK,Stephen Frears,R,7.4,2002,9-5-2003,97
3776,The Order,Heath Ledger,Brian Helgeland,Horror,USA,Brian Helgeland,R,5.2,2003,9-5-2003,102
3777,Dickie Roberts: Former Child Star,David Spade,Fred Wolf,Comedy,USA,Sam Weisman,PG-13,5.6,2003,9-5-2003,98
3778,The Blind Swordsman: Zatoichi,Takeshi Kitano,Takeshi Kitano,Action,Japan,Takeshi Kitano,R,7.6,2003,9-6-2003,116
3779,Cabin Fever,Jordan Ladd,Eli Roth,Comedy,USA,Eli Roth,R,5.6,2002,9-12-2003,93
3780,Once Upon a Time in Mexico,Antonio Banderas,Robert Rodriguez,Action,USA,Robert Rodriguez,R,6.4,2003,9-12-2003,102
3781,Matchstick Men,Nicolas Cage,Eric Garcia,Comedy,USA,Ridley Scott,PG-13,7.3,2003,9-12-2003,116
3782,American Splendor,Paul Giamatti,Harvey Pekar,Biography,USA,Shari Springer Berman,R,7.5,2003,9-12-2003,101
3783,29 palmas - Pasiones salvajes,Yekaterina Golubeva,Bruno Dumont,Drama,France,Bruno Dumont,UNRATED,5.2,2003,9-17-2003,114
3784,Thirteen,Evan Rachel Wood,Catherine Hardwicke,Drama,USA,Catherine Hardwicke,R,6.8,2003,9-19-2003,100
3785,Underworld,Kate Beckinsale,Kevin Grevioux,Action,USA,Len Wiseman,R,7,2003,9-19-2003,121
3786,Secondhand Lions,Haley Joel Osment,Tim McCanlies,Comedy,USA,Tim McCanlies,PG,7.6,2003,9-19-2003,111
3787,Cold Creek Manor,Dennis Quaid,Richard Jefferies,Mystery,USA,Mike Figgis,R,4.9,2003,9-19-2003,118
3788,Anything Else,Woody Allen,Woody Allen,Comedy,USA,Woody Allen,R,6.4,2003,9-19-2003,108
3789,The Fighting Temptations,Cuba Gooding Jr.,Elizabeth Hunter,Comedy,USA,Jonathan Lynn,PG-13,5.5,2003,9-19-2003,123
3790,Japanese Story,Toni Collette,Alison Tilson,Drama,Australia,Sue Brooks,R,6.7,2003,9-25-2003,105
3791,Owning Mahowny,Philip Seymour Hoffman,Gary Stephen Ross,Crime,Canada,Richard Kwietniowski,R,7.1,2003,9-25-2003,104
3792,The Rundown,Dwayne Johnson,R.J. Stewart,Action,USA,Peter Berg,PG-13,6.7,2003,9-26-2003,104
3793,Under the Tuscan Sun,Diane Lane,Frances Mayes,Comedy,USA,Audrey Wells,PG-13,6.8,2003,9-26-2003,113
3794,Evil,Andreas Wilson,Jan Guillou,Drama,Sweden,Mikael Håfström,NOT RATED,7.8,2003,9-26-2003,113
3795,Lutero,Joseph Fiennes,Camille Thomasson,Biography,Germany,Eric Till,PG-13,6.6,2003,9-26-2003,123
3796,Young Adam,Ewan McGregor,Alexander Trocchi,Crime,UK,David Mackenzie,NC-17,6.5,2003,9-26-2003,98
3797,Duplex,Ben Stiller,Larry Doyle,Comedy,Germany,Danny DeVito,PG-13,5.9,2003,9-26-2003,89
3798,Reconstruction,Nikolaj Lie Kaas,Christoffer Boe,Drama,Denmark,Christoffer Boe,PG-13,7.4,2003,9-26-2003,91
3799,Lost in Translation,Bill Murray,Sofia Coppola,Drama,USA,Sofia Coppola,R,7.8,2003,10-3-2003,102
3800,School of Rock,Jack Black,Mike White,Comedy,USA,Richard Linklater,PG-13,7.1,2003,10-3-2003,108
3801,Out of Time,Denzel Washington,David Collard,Action,USA,Carl Franklin,PG-13,6.5,2003,10-3-2003,105
3802,Bright Young Things,Stephen Campbell Moore,Stephen Fry,Comedy,UK,Stephen Fry,R,6.6,2003,10-3-2003,102
3803,Time of the Wolf,Isabelle Huppert,Michael Haneke,Drama,France,Michael Haneke,R,6.6,2003,10-8-2003,114
3804,Bubba Ho-Tep,Bruce Campbell,Joe R. Lansdale,Comedy,USA,Don Coscarelli,R,7.2,2002,10-10-2003,92
3805,Kill Bill: Vol. 1,Uma Thurman,Quentin Tarantino,Action,USA,Quentin Tarantino,R,8.1,2003,10-10-2003,111
3806,Intolerable Cruelty,George Clooney,Robert Ramsey,Comedy,USA,Joel Coen,PG-13,6.3,2003,10-10-2003,100
3807,House of the Dead,Jonathan Cherry,Mark A. Altman,Action,Germany,Uwe Boll,R,2,2003,10-10-2003,90
3808,Good Boy!,Liam Aiken,Zeke Richardson,Comedy,USA,John Hoffman,PG,5.1,2003,10-10-2003,100
3809,Stander,Thomas Jane,Bima Stagg,Action,Canada,Bronwen Hughes,R,7.2,2003,10-10-2003,116
3810,Mystic River,Sean Penn,Brian Helgeland,Crime,USA,Clint Eastwood,R,8,2003,10-15-2003,138
3811,The Texas Chainsaw Massacre,Jessica Biel,Kim Henkel,Horror,USA,Marcus Nispel,R,6.2,2003,10-17-2003,98
3812,Runaway Jury,John Cusack,John Grisham,Drama,USA,Gary Fleder,PG-13,7.1,2003,10-17-2003,127
3813,Party Monster,Macaulay Culkin,Fenton Bailey,Biography,USA,Fenton Bailey,R,6.3,2003,10-17-2003,98
3814,Veronica Guerin,Cate Blanchett,Carol Doyle,Biography,Ireland,Joel Schumacher,R,6.9,2003,10-17-2003,98
3815,The Safety of Objects,Glenn Close,A.M. Homes,Drama,UK,Rose Troche,R,6.6,2001,10-24-2003,121
3816,Scary Movie 3,Anna Faris,Craig Mazin,Comedy,USA,David Zucker,PG-13,5.5,2003,10-24-2003,84
3817,Más allá de las fronteras,Clive Owen,Caspian Tredwell-Owen,Adventure,Germany,Martin Campbell,R,6.5,2003,10-24-2003,127
3818,Wonderland,Val Kilmer,James Cox,Crime,Canada,James Cox,R,6.6,2003,10-24-2003,104
3819,Radio,Cuba Gooding Jr.,Mike Rich,Biography,USA,Michael Tollin,PG,6.9,2003,10-24-2003,109
3820,Open Hearts,Sonja Richter,Anders Thomas Jensen,Drama,Denmark,Susanne Bier,R,7.6,2002,10-31-2003,113
3821,The Human Stain,Anthony Hopkins,Philip Roth,Drama,Germany,Robert Benton,R,6.3,2003,10-31-2003,106
3822,Tierra de osos,Joaquin Phoenix,Tab Murphy,Animation,USA,Aaron Blaise,G,6.8,2003,10-31-2003,85
3823,In the Cut,Meg Ryan,Jane Campion,Mystery,UK,Jane Campion,R,5.3,2003,10-31-2003,119
3824,Sylvia,Gwyneth Paltrow,John Brownlow,Biography,UK,Christine Jeffs,R,6.3,2003,10-31-2003,110
3825,Matrix Revolutions,Keanu Reeves,Lilly Wachowski,Action,Australia,Lana Wachowski,R,6.7,2003,11-5-2003,129
3826,Elf,Will Ferrell,David Berenbaum,Comedy,USA,Jon Favreau,PG,6.9,2003,11-7-2003,97
3827,Tokyo Godfathers,Tôru Emori,Satoshi Kon,Animation,Japan,Satoshi Kon,PG-13,7.9,2003,11-8-2003,100
3828,L.I.E.,Brian Cox,Stephen M. Ryder,Crime,USA,Michael Cuesta,R,7.2,2001,11-14-2003,97
3829,Love Actually,Hugh Grant,Richard Curtis,Comedy,UK,Richard Curtis,R,7.7,2003,11-14-2003,135
3830,Master and Commander: The Far Side of the World,Russell Crowe,Patrick O'Brian,Action,USA,Peter Weir,PG-13,7.4,2003,11-14-2003,138
3831,The Brown Bunny,Vincent Gallo,Vincent Gallo,Drama,USA,Vincent Gallo,NOT RATED,5,2003,11-14-2003,93
3832,Elephant,Elias McConnell,Gus Van Sant,Crime,USA,Gus Van Sant,R,7.2,2003,11-14-2003,81
3833,Looney Tunes: Back in Action,Brendan Fraser,Larry Doyle,Animation,Germany,Joe Dante,PG,5.7,2003,11-14-2003,100
3834,The Singing Detective,Robert Downey Jr.,Dennis Potter,Comedy,USA,Keith Gordon,R,5.6,2003,11-14-2003,109
3835,The Visual Bible: The Gospel of John,Henry Ian Cusick,John Goldsmith,Biography,Canada,Philip Saville,PG-13,7.7,2003,11-14-2003,180
3836,Kontroll,Sándor Csányi,Jim Adler,Comedy,Hungary,Nimród Antal,R,7.7,2003,11-20-2003,107
3837,Oldboy: Cinco días para vengarse,Min-sik Choi,Garon Tsuchiya,Action,South Korea,Chan-wook Park,R,8.4,2003,11-21-2003,120
3838,The Cat in the Hat,Mike Myers,Dr. Seuss,Adventure,USA,Bo Welch,PG,3.8,2003,11-21-2003,82
3839,Gothika,Halle Berry,Sebastian Gutierrez,Horror,USA,Mathieu Kassovitz,R,5.8,2003,11-21-2003,98
3840,The Missing,Tommy Lee Jones,Thomas Eidson,Adventure,USA,Ron Howard,R,6.5,2003,11-26-2003,137
3841,The Haunted Mansion,Eddie Murphy,David Berenbaum,Comedy,USA,Rob Minkoff,PG,4.9,2003,11-26-2003,100
3842,Bad Santa,Billy Bob Thornton,Glenn Ficarra,Comedy,USA,Terry Zwigoff,R,7.1,2003,11-26-2003,91
3843,Timeline,Paul Walker,Michael Crichton,Action,USA,Richard Donner,PG-13,5.6,2003,11-26-2003,116
3844,Shattered Glass,Hayden Christensen,Buzz Bissinger,Drama,USA,Billy Ray,PG-13,7.2,2003,11-26-2003,94
3845,Kal Ho Naa Ho,Preity Zinta,Niranjan Iyengar,Comedy,India,Nikkhil Advani,NOT RATED,8,2003,11-28-2003,186
3846,Pieces of April,Katie Holmes,Peter Hedges,Comedy,USA,Peter Hedges,PG-13,7.1,2003,11-28-2003,80
3847,The Last Samurai,Tom Cruise,John Logan,Action,USA,Edward Zwick,R,7.7,2003,12-5-2003,154
3848,Honey,Jessica Alba,Alonzo Brown,Drama,USA,Bille Woodruff,PG-13,5.3,2003,12-5-2003,94
3849,The Station Agent,Peter Dinklage,Tom McCarthy,Comedy,USA,Tom McCarthy,R,7.7,2003,12-5-2003,89
3850,Pride and Prejudice,Kam Heskin,Jane Austen,Comedy,USA,Andrew Black,PG,5.3,2003,12-5-2003,100
3851,Something's Gotta Give,Jack Nicholson,Nancy Meyers,Comedy,USA,Nancy Meyers,PG-13,6.7,2003,12-12-2003,128
3852,Stuck on You,Matt Damon,Charles B. Wessler,Comedy,USA,Bobby Farrelly,PG-13,5.8,2003,12-12-2003,118
3853,Love Don't Cost a Thing,Nick Cannon,Michael Swerdlick,Comedy,USA,Troy Byer,PG-13,5.1,2003,12-12-2003,100
3854,"Goodbye, Dragon Inn",Kang-sheng Lee,Sung Hsi,Drama,Taiwan,Ming-liang Tsai,Not specified,7.1,2003,12-12-2003,82
3855,The Lord of the Rings: The Return of the King,Elijah Wood,J.R.R. Tolkien,Adventure,USA,Peter Jackson,PG-13,8.9,2003,12-17-2003,201
3856,Mona Lisa Smile,Julia Roberts,Lawrence Konner,Drama,USA,Mike Newell,PG-13,6.4,2003,12-19-2003,117
3857,Cheaper by the Dozen,Steve Martin,Frank B. Gilbreth Jr.,Comedy,USA,Shawn Levy,PG,5.8,2003,12-25-2003,98
3858,Peter Pan,Jeremy Sumpter,J.M. Barrie,Adventure,UK,P.J. Hogan,PG,6.9,2003,12-25-2003,113
3859,Cold Mountain,Jude Law,Charles Frazier,Adventure,UK,Anthony Minghella,R,7.2,2003,12-25-2003,154
3860,Paycheck,Ben Affleck,Philip K. Dick,Action,USA,John Woo,PG-13,6.3,2003,12-25-2003,119
3861,Calendar Girls,Helen Mirren,Juliette Towhidi,Comedy,UK,Nigel Cole,PG-13,6.9,2003,1-1-2004,108
3862,Dot the I,Gael García Bernal,Matthew Parkhill,Drama,UK,Matthew Parkhill,R,6.8,2003,1-1-2004,100
3863,Nathalie...,Fanny Ardant,Philippe Blasband,Drama,France,Anne Fontaine,B15,6.3,2003,1-7-2004,100
3864,Nicholas Nickleby,Charlie Hunnam,Charles Dickens,Drama,UK,Douglas McGrath,PG,7.2,2002,1-9-2004,132
3865,Big Fish,Ewan McGregor,Daniel Wallace,Adventure,USA,Tim Burton,PG-13,8,2003,1-9-2004,125
3866,House of Sand and Fog,Jennifer Connelly,Andre Dubus III,Drama,USA,Vadim Perelman,R,7.6,2003,1-9-2004,126
3867,Chasing Liberty,Mandy Moore,Derek Guiley,Comedy,USA,Andy Cadiff,PG-13,6.1,2004,1-9-2004,101
3868,21 Grams,Sean Penn,Guillermo Arriaga,Crime,USA,Alejandro González Iñárritu,R,7.7,2003,1-16-2004,124
3869,The Cooler,William H. Macy,Frank Hannah,Crime,USA,Wayne Kramer,R,7,2003,1-16-2004,101
3870,Along Came Polly,Ben Stiller,John Hamburg,Comedy,USA,John Hamburg,PG-13,5.9,2004,1-16-2004,90
3871,Torque,Martin Henderson,Matt Johnson,Action,USA,Joseph Kahn,PG-13,4,2004,1-16-2004,84
3872,Zero Day,Cal Robertson,Ben Coccio,Drama,USA,Ben Coccio,UNRATED,7.3,2003,1-23-2004,92
3873,The Butterfly Effect,Ashton Kutcher,J. Mackye Gruber,Sci-Fi,USA,Eric Bress,R,7.7,2004,1-23-2004,113
3874,Win a Date with Tad Hamilton!,Kate Bosworth,Victor Levin,Comedy,USA,Robert Luketic,PG-13,5.6,2004,1-23-2004,100
3875,Monster: Asesina en serie,Charlize Theron,Patty Jenkins,Biography,Germany,Patty Jenkins,R,7.3,2003,1-30-2004,109
3876,Girl with a Pearl Earring,Scarlett Johansson,Tracy Chevalier,Biography,UK,Peter Webber,PG-13,7,2003,1-30-2004,100
3877,The Perfect Score,Scarlett Johansson,Marc Hyman,Comedy,USA,Brian Robbins,PG-13,5.7,2004,1-30-2004,93
3878,You Got Served,Omarion Grandberry,Chris Stokes,Drama,USA,Chris Stokes,PG-13,3.5,2004,1-30-2004,95
3879,The Big Bounce,Owen Wilson,Elmore Leonard,Comedy,USA,George Armitage,PG-13,4.9,2004,1-30-2004,88
3880,Tierra de sueños,Paddy Considine,Jim Sheridan,Drama,Ireland,Jim Sheridan,PG-13,7.8,2002,2-6-2004,105
3881,Miracle,Kurt Russell,Eric Guggenheim,Biography,Canada,Gavin O'Connor,PG,7.5,2004,2-6-2004,135
3882,Catch That Kid,Kristen Stewart,Nikolaj Arcel,Adventure,USA,Bart Freundlich,PG,5.2,2004,2-6-2004,91
3883,Barbershop 2: Back in Business,Ice Cube,Mark Brown,Comedy,USA,Kevin Rodney Sullivan,PG-13,5.7,2004,2-6-2004,106
3884,City of God,Alexandre Rodrigues,Paulo Lins,Crime,Brazil,Fernando Meirelles,R,8.7,2002,2-13-2004,130
3885,The Triplets of Belleville,Michèle Caucheteux,Sylvain Chomet,Animation,France,Sylvain Chomet,PG-13,7.8,2003,2-13-2004,80
3886,50 First Dates,Adam Sandler,George Wing,Comedy,USA,Peter Segal,PG-13,6.8,2004,2-13-2004,99
3887,Highwaymen,Jim Caviezel,Craig Mitchell,Action,USA,Robert Harmon,R,5.7,2004,2-19-2004,80
3888,The Dreamers,Michael Pitt,Gilbert Adair,Drama,UK,Bernardo Bertolucci,NC-17,7.2,2003,2-20-2004,115
3889,EuroTrip,Scott Mechlowicz,Alec Berg,Comedy,USA,Jeff Schaffer,R,6.6,2004,2-20-2004,93
